ID Transaksi,Tanggal,Bulan,Tahun,Usia Pembeli,Gender,Berat Barang (gr),Berapa Kali Transaksi,Waktu Pengiriman (Hari),Ongkos Kirim
5819,26,11,2022,48,L,815,13,5,40000
9696,28,2,2024,33,P,83,8,14,40000
1381,1,8,2024,69,L,197,12,9,20000
8424,20,3,2022,28,P,692,16,8,20000
9498,16,10,2022,67,P,316,3,2,50000
9973,19,10,2024,51,P,955,3,12,30000
7902,7,7,2023,36,L,478,16,8,40000
1502,21,5,2022,57,P,293,6,9,50000
6391,12,10,2022,56,P,481,12,1,30000
69,18,11,2022,77,P,920,14,5,20000
3034,13,11,2023,47,P,341,16,4,30000
9378,18,9,2024,42,P,114,9,2,30000
42,12,3,2023,62,P,496,5,8,50000
5803,15,10,2022,21,L,534,6,2,50000
7939,20,2,2024,57,L,780,7,6,10000
424,4,1,2022,80,P,87,11,12,20000
1600,28,3,2022,41,P,671,7,12,10000
3955,23,7,2023,62,P,613,9,10,10000
56,30,9,2022,45,P,984,7,8,30000
4401,1,8,2024,37,L,205,17,4,30000
1462,17,10,2023,36,P,472,3,3,20000
5230,25,6,2023,34,P,946,6,6,10000
662,22,10,2023,49,L,987,16,10,30000
6707,13,9,2023,40,P,880,16,10,10000
9783,19,9,2022,78,L,661,18,10,20000
3103,10,7,2023,42,P,803,18,11,30000
8649,10,5,2022,27,P,463,8,10,40000
4613,23,5,2023,65,P,831,5,13,30000
7447,25,1,2022,26,P,67,13,1,30000
9614,16,11,2022,56,P,674,7,6,50000
8236,2,2,2022,38,L,776,19,7,10000
3847,21,6,2022,25,L,678,15,13,40000
8753,9,10,2022,69,P,532,1,9,10000
858,22,7,2023,56,L,871,15,14,40000
1302,27,5,2023,53,L,170,11,13,50000
9318,6,8,2023,24,P,144,18,12,20000
1423,10,8,2022,42,P,804,15,5,30000
1930,29,10,2024,52,L,987,1,1,30000
5611,27,5,2023,38,P,244,6,11,20000
8821,20,5,2024,49,P,328,7,9,50000
777,4,2,2022,78,L,772,14,6,10000
3465,4,7,2022,41,P,857,5,7,50000
4874,1,6,2024,58,L,496,8,4,30000
9323,9,10,2024,55,L,792,4,12,50000
83,24,12,2024,31,L,224,12,8,30000
5913,7,12,2024,29,L,193,13,2,50000
247,24,5,2024,22,L,425,11,12,40000
5423,31,5,2022,26,P,515,19,7,10000
5442,12,9,2024,42,P,238,11,2,50000
5794,23,3,2023,71,P,803,15,8,40000
8318,19,4,2024,46,L,318,15,4,50000
4181,11,1,2024,80,L,39,19,13,40000
1797,25,10,2022,22,L,719,10,3,40000
5478,5,8,2023,24,P,584,4,1,20000
5852,1,6,2023,75,L,179,5,4,30000
3095,8,6,2022,41,L,108,3,8,10000
630,27,10,2024,69,L,741,9,10,10000
9166,6,8,2023,30,P,995,5,14,30000
7187,30,8,2023,41,P,680,17,1,50000
3689,13,1,2024,43,L,356,3,2,30000
2545,13,4,2023,80,L,846,14,10,40000
6824,11,9,2023,59,L,659,18,1,10000
3447,8,6,2022,80,L,353,10,1,20000
2415,9,10,2023,79,L,978,16,7,50000
6767,1,10,2022,35,P,352,1,13,10000
578,11,8,2024,55,P,610,17,1,10000
8015,14,6,2024,42,P,993,12,7,40000
3358,31,2,2024,80,P,256,19,7,30000
1776,13,5,2023,21,L,148,9,9,50000
7492,17,3,2023,64,P,472,16,4,30000
3892,5,8,2022,56,P,306,12,3,40000
4817,15,2,2022,58,P,937,17,8,20000
6824,5,11,2024,46,P,256,1,12,10000
4945,29,12,2022,49,P,106,14,5,20000
2062,10,1,2022,31,L,854,6,2,20000
1718,10,9,2024,30,P,495,2,10,40000
23,18,1,2022,70,P,839,13,11,50000
5066,6,9,2023,24,P,739,3,13,10000
1241,12,5,2024,73,L,202,8,12,40000
1883,28,4,2024,30,P,534,16,8,30000
6612,12,4,2024,23,P,664,8,9,30000
5667,18,3,2023,37,L,319,1,4,20000
7843,27,3,2022,70,P,776,10,8,10000
8263,8,5,2023,59,P,835,13,3,50000
4467,24,2,2022,27,L,913,18,6,10000
5824,25,5,2022,44,P,619,17,6,30000
8374,31,1,2022,76,P,375,5,9,50000
2215,1,9,2022,65,P,882,17,14,50000
9868,14,7,2023,80,P,60,2,11,10000
6356,25,12,2023,80,P,729,1,13,30000
7273,4,5,2023,42,P,474,2,11,30000
3305,18,10,2023,65,L,211,2,3,50000
8158,6,6,2023,32,P,602,3,14,30000
3128,8,6,2024,28,P,935,13,8,20000
3154,17,3,2023,78,L,877,10,8,40000
752,18,3,2024,24,P,315,16,4,40000
8767,18,5,2023,36,P,648,9,12,30000
3091,15,5,2022,40,P,686,4,11,30000
9288,4,7,2022,47,L,341,1,4,20000
667,4,5,2024,56,P,479,8,2,50000
970,26,2,2023,67,L,747,17,8,10000
3877,7,1,2024,64,L,331,14,4,20000
5601,8,12,2022,67,L,919,8,2,30000
4076,18,2,2023,53,P,356,15,7,10000
6071,10,3,2022,40,L,711,7,12,10000
240,30,8,2023,45,L,692,9,11,50000
9526,1,8,2024,31,P,270,2,8,40000
9629,6,10,2023,32,P,107,7,13,30000
1749,6,4,2023,25,P,400,17,6,30000
368,29,3,2024,27,L,51,12,4,40000
832,21,4,2022,26,L,805,9,1,50000
9092,31,6,2022,23,L,878,1,13,10000
2006,30,8,2023,52,L,383,13,4,50000
8291,19,8,2024,30,P,187,18,8,30000
2371,17,8,2024,80,L,860,1,3,10000
5613,28,5,2022,60,P,998,3,9,30000
9427,24,5,2024,52,P,284,14,12,40000
1154,26,1,2023,54,L,252,20,11,20000
3092,7,4,2024,35,P,50,6,3,40000
6195,26,7,2024,78,P,523,15,4,30000
2302,4,12,2024,58,P,820,1,7,30000
1936,30,6,2024,29,P,175,15,2,50000
7862,28,4,2024,72,L,215,20,1,40000
1118,20,9,2024,28,P,808,20,2,10000
3427,12,8,2024,69,P,524,18,10,40000
3752,29,3,2024,32,P,752,11,7,20000
884,9,6,2023,26,P,344,3,1,30000
2765,18,4,2022,25,L,196,2,14,10000
45,27,8,2023,76,L,125,8,2,40000
6691,31,7,2024,22,L,178,18,11,10000
9894,26,7,2023,51,L,310,17,11,40000
8852,15,12,2023,65,L,528,2,13,20000
9407,29,5,2024,31,P,246,7,14,50000
5465,29,9,2024,57,L,388,16,6,50000
8897,27,10,2024,58,P,351,18,2,30000
699,5,2,2024,61,L,968,10,13,20000
5300,9,7,2023,60,L,21,13,11,20000
594,10,7,2023,53,P,505,1,14,20000
563,3,9,2024,49,L,503,7,11,10000
312,21,7,2024,28,P,571,14,9,10000
2966,25,3,2022,65,L,277,13,5,40000
2110,28,3,2024,67,L,48,11,4,40000
5698,2,12,2024,27,P,150,6,12,50000
2388,13,3,2022,49,L,744,18,6,10000
8888,3,2,2024,44,P,573,3,8,10000
9885,20,6,2022,72,L,361,1,10,30000
6449,9,8,2024,59,L,260,6,2,50000
9978,7,11,2023,26,L,38,15,13,10000
3907,10,12,2023,54,L,655,19,14,20000
2153,8,5,2023,21,L,552,7,3,30000
713,28,8,2024,61,P,63,10,12,30000
110,14,12,2024,28,L,722,8,9,50000
1936,23,11,2022,64,P,448,19,12,50000
4019,1,7,2023,48,L,428,1,5,10000
5720,13,10,2023,77,L,319,3,1,20000
7139,13,3,2023,80,P,396,18,6,40000
9864,3,4,2023,61,L,320,20,6,50000
1976,3,7,2024,43,P,577,15,14,50000
4264,4,7,2023,59,L,107,18,12,40000
8126,28,8,2024,74,P,400,5,14,40000
3402,30,11,2023,78,L,962,7,2,30000
735,4,12,2023,45,P,622,4,3,40000
6654,17,6,2024,64,L,308,15,12,30000
3204,11,10,2023,54,L,270,7,7,20000
1518,13,8,2024,74,P,278,7,6,10000
586,27,5,2022,78,L,278,14,12,20000
4479,18,11,2023,73,L,754,18,11,40000
3358,19,12,2023,38,L,75,1,3,40000
8411,19,5,2023,58,L,373,7,13,40000
7606,25,8,2024,69,L,702,2,6,10000
2947,2,9,2022,54,P,530,18,11,40000
2991,9,7,2022,79,L,632,8,12,10000
1299,21,2,2023,72,P,470,3,8,50000
2971,10,12,2023,78,L,759,4,10,40000
9880,30,7,2024,74,L,245,9,7,50000
6324,4,3,2022,41,P,199,18,12,10000
3529,6,10,2022,37,P,203,5,2,40000
4989,7,11,2023,73,P,680,3,13,50000
112,2,10,2022,57,L,125,17,12,20000
6955,4,12,2024,77,P,192,15,12,30000
6470,10,5,2023,69,P,355,20,6,30000
7825,18,11,2023,66,L,961,13,3,50000
8774,21,6,2023,25,L,505,13,5,50000
4380,21,3,2022,38,P,19,15,1,30000
6264,22,3,2023,26,L,908,19,5,50000
8465,15,12,2024,66,L,500,19,1,50000
1474,26,3,2023,30,L,890,10,6,10000
4855,2,11,2024,22,P,117,19,14,50000
3642,23,9,2023,65,P,497,13,3,40000
1438,12,8,2023,67,P,192,5,8,50000
3959,21,7,2023,40,P,735,19,9,50000
559,23,5,2023,71,L,12,1,12,10000
9342,18,7,2023,75,L,715,2,14,30000
6840,20,5,2023,28,P,12,14,8,50000
323,15,8,2023,44,P,677,12,14,50000
8086,26,4,2024,74,L,266,1,1,50000
8857,23,7,2024,50,L,146,13,10,10000
7748,23,9,2023,47,L,376,3,4,20000
5724,11,10,2023,60,L,138,14,2,10000
2882,16,11,2023,27,L,507,17,8,20000
3824,19,7,2023,39,P,937,7,8,10000
2929,30,9,2023,31,P,90,6,7,10000
3726,18,1,2024,53,L,822,16,3,10000
397,14,7,2024,39,P,601,12,14,20000
5975,19,1,2023,72,P,40,9,4,50000
8482,19,10,2024,45,L,354,4,1,20000
3489,23,5,2022,28,P,738,16,12,20000
1974,18,7,2023,58,L,555,5,10,10000
1145,13,7,2024,66,L,983,5,9,40000
9467,31,7,2023,50,P,196,10,4,20000
2990,4,4,2022,42,L,677,3,10,10000
1078,14,9,2023,48,P,526,3,13,50000
2909,22,11,2022,61,P,492,16,8,40000
7906,13,6,2023,57,P,107,2,1,40000
7595,13,6,2023,75,P,395,11,12,40000
2935,16,5,2024,66,L,783,13,1,40000
63,4,3,2024,77,L,249,16,14,40000
9049,14,10,2023,52,P,751,17,9,20000
1504,10,12,2024,38,L,604,3,11,10000
4887,28,5,2023,76,L,890,19,5,30000
4394,13,6,2022,49,P,257,9,6,40000
1120,21,2,2024,54,L,934,17,11,40000
8112,7,8,2024,25,P,536,1,12,50000
3714,11,9,2024,44,L,556,17,12,10000
4331,7,10,2023,69,P,21,19,9,20000
5410,18,1,2023,42,P,348,16,9,40000
8600,7,12,2024,54,P,680,4,13,10000
5346,16,3,2024,43,L,496,11,4,20000
5888,30,12,2023,51,P,138,4,12,30000
6612,8,5,2023,28,P,779,19,3,30000
2875,1,11,2023,69,P,518,19,5,20000
9510,27,11,2024,28,L,830,5,12,20000
8733,30,2,2024,25,P,808,16,13,10000
8638,6,7,2022,31,P,575,16,12,20000
2868,5,6,2024,49,P,934,13,12,30000
3156,6,6,2022,73,L,112,10,5,20000
1580,17,11,2022,33,P,394,3,1,30000
1628,21,1,2022,23,P,7,10,10,30000
1785,24,11,2022,44,L,346,17,2,10000
1850,3,10,2023,63,P,565,16,1,10000
7913,22,11,2022,35,L,987,18,8,10000
9774,7,4,2022,55,L,616,16,10,20000
4035,3,1,2023,26,L,927,12,11,30000
1797,26,6,2023,67,L,166,8,2,20000
2531,28,9,2024,67,L,87,6,7,50000
8062,29,8,2023,32,L,835,4,8,10000
5738,22,4,2022,37,P,44,11,10,40000
3033,15,3,2023,33,P,839,8,13,20000
5551,2,6,2024,25,L,670,2,7,30000
7063,4,11,2022,78,L,603,11,4,10000
6240,7,10,2024,23,L,589,16,13,30000
3906,24,10,2023,58,L,258,1,1,30000
9987,25,8,2022,63,L,981,14,6,20000
7665,3,10,2022,50,L,324,5,3,10000
475,17,1,2024,67,L,687,5,4,30000
8900,29,12,2023,43,P,754,5,6,50000
2094,16,10,2023,45,L,732,14,13,30000
2359,21,3,2023,74,L,949,12,5,30000
2265,5,6,2023,79,L,526,7,3,20000
9072,22,7,2024,41,L,129,9,3,30000
4896,8,9,2022,67,L,270,12,13,40000
2979,16,8,2022,50,L,90,18,2,40000
9295,13,9,2024,46,L,206,5,3,40000
2937,12,4,2024,44,P,268,14,7,20000
2322,19,10,2023,61,P,480,5,9,40000
3440,6,1,2023,35,P,727,20,1,50000
6665,8,6,2022,61,P,9,12,11,20000
3929,10,5,2024,21,L,100,20,11,20000
8711,15,1,2023,28,P,484,18,3,30000
8767,20,8,2023,50,P,142,8,10,30000
5883,30,8,2023,68,P,357,2,9,10000
631,18,1,2022,57,L,300,12,10,10000
3706,12,2,2022,52,L,290,1,3,50000
4558,5,7,2023,36,L,462,3,1,10000
6608,27,1,2022,28,P,397,16,3,20000
4539,29,1,2024,31,P,486,16,14,40000
7861,2,2,2022,63,L,583,11,4,10000
979,9,4,2024,58,P,809,19,8,40000
3299,27,1,2023,31,P,856,5,13,10000
741,9,11,2024,57,P,911,18,11,30000
7486,19,7,2022,37,L,918,16,14,30000
9033,6,11,2024,67,P,658,15,14,30000
2058,6,3,2024,27,P,355,3,11,10000
8597,20,2,2023,71,L,737,2,13,10000
2101,31,12,2022,26,L,266,14,9,50000
6272,2,8,2022,35,L,528,20,12,50000
8641,9,7,2024,50,L,836,14,4,20000
5408,21,5,2024,43,L,227,15,13,20000
6619,22,9,2022,26,P,749,12,12,30000
8766,14,12,2023,48,L,140,8,14,40000
7613,25,4,2022,38,P,769,5,1,20000
9255,13,12,2024,25,L,112,1,5,20000
3448,31,1,2023,73,L,545,11,10,10000
137,16,6,2024,76,P,491,13,14,50000
5837,26,6,2022,65,L,257,5,7,40000
4664,26,2,2022,32,L,927,2,11,50000
48,23,7,2023,62,L,427,1,6,40000
5354,18,7,2022,72,P,327,18,11,10000
4323,19,4,2022,56,P,318,3,14,30000
1829,26,4,2023,54,P,622,1,2,50000
6160,22,7,2022,69,L,407,19,13,30000
6583,27,1,2022,22,P,281,5,11,20000
2852,15,6,2022,79,P,732,16,9,20000
7486,18,3,2024,69,L,335,5,2,30000
6046,7,12,2024,22,L,635,7,3,50000
7718,21,12,2022,78,L,781,14,2,30000
394,12,9,2023,53,L,630,8,4,40000
8331,13,11,2024,32,L,658,17,2,30000
351,28,8,2022,58,P,235,8,10,50000
6134,8,8,2023,56,L,809,15,9,40000
7937,1,9,2023,21,P,240,14,11,30000
5910,1,7,2022,52,P,202,14,3,50000
9589,5,11,2023,62,P,517,12,7,20000
9397,18,2,2023,79,L,485,13,12,30000
9404,8,5,2023,79,L,665,17,9,40000
8003,17,6,2024,66,P,597,7,5,50000
2887,10,7,2022,21,P,427,17,3,30000
6726,16,9,2022,71,L,585,4,10,10000
7017,3,4,2023,27,P,554,12,13,20000
2469,14,10,2024,62,P,796,9,11,30000
2405,29,6,2023,26,P,170,15,8,20000
5768,11,11,2024,56,L,58,8,8,30000
2798,3,6,2022,26,L,228,3,1,40000
2283,10,8,2023,46,P,635,10,5,20000
2530,4,3,2022,46,L,903,15,12,20000
4153,19,6,2023,27,L,476,7,13,40000
3054,13,12,2024,59,P,28,12,13,10000
9673,4,6,2022,41,L,29,4,8,20000
8232,16,1,2024,41,P,996,7,13,20000
8399,31,2,2023,44,P,354,9,12,50000
2591,22,4,2024,50,P,345,7,4,30000
6554,31,7,2023,42,L,479,14,2,40000
950,13,8,2022,49,L,83,20,14,20000
5488,15,6,2022,79,P,627,14,2,20000
4379,3,8,2024,79,L,610,12,2,40000
2000,13,3,2024,63,P,31,12,2,20000
6466,22,1,2022,66,P,192,18,14,10000
415,25,3,2023,56,L,550,14,9,20000
1027,27,9,2022,68,P,537,9,4,30000
3804,19,1,2024,63,L,492,13,5,50000
2182,25,1,2022,31,L,48,16,3,40000
8564,16,7,2023,53,P,424,7,11,30000
6763,1,10,2023,69,P,71,2,2,20000
1587,15,5,2022,60,P,81,18,1,50000
419,26,10,2023,30,L,785,17,9,50000
2167,12,10,2023,73,P,234,9,14,30000
9515,29,4,2024,32,L,930,9,3,50000
8276,25,8,2023,30,L,580,16,12,50000
7777,1,3,2022,59,P,108,17,10,50000
4681,30,11,2022,56,L,692,13,9,20000
1899,10,3,2024,75,L,234,14,9,50000
8029,11,4,2024,55,P,889,9,10,50000
6768,29,12,2024,64,P,275,2,5,40000
8864,15,8,2023,70,P,29,12,3,50000
5320,1,3,2024,32,L,540,9,3,30000
3125,12,8,2022,42,L,186,14,10,50000
7748,22,12,2024,28,L,214,15,7,40000
8102,27,6,2023,31,L,958,7,11,10000
3139,16,8,2023,28,P,627,1,2,50000
5905,11,5,2023,41,P,131,12,9,50000
2450,23,8,2022,45,P,299,8,2,50000
1507,1,1,2023,67,L,493,5,14,50000
9538,8,7,2022,72,P,591,11,3,10000
7617,28,3,2024,29,L,225,3,1,50000
1130,8,8,2022,35,P,642,1,2,50000
9625,11,8,2022,64,L,140,6,13,30000
3992,22,8,2023,68,P,940,2,14,40000
6033,23,2,2024,68,L,440,5,5,30000
716,7,4,2023,23,L,79,2,12,20000
5028,9,6,2023,75,L,168,2,13,10000
5317,1,7,2024,61,L,533,2,14,10000
4627,1,9,2023,78,P,686,17,3,20000
8291,29,4,2024,27,L,539,11,12,50000
3509,9,5,2023,65,L,463,2,12,10000
7749,8,7,2023,75,P,480,2,5,30000
387,17,2,2024,61,L,829,4,2,20000
1239,15,11,2023,41,P,987,14,3,20000
5366,19,5,2023,57,L,990,10,4,10000
8876,17,3,2024,41,L,667,20,1,40000
7656,12,5,2024,46,L,522,2,6,50000
9867,16,11,2023,42,P,834,6,10,10000
7806,4,2,2023,50,L,671,20,1,50000
5605,9,12,2023,63,L,270,8,13,40000
7549,28,3,2022,34,P,906,1,3,10000
6820,20,11,2023,54,P,38,12,3,20000
1617,22,1,2024,41,P,449,17,1,10000
6022,31,7,2024,71,P,809,4,6,20000
4748,26,5,2024,24,P,732,13,2,40000
1647,14,12,2023,46,L,230,3,9,40000
3024,21,6,2023,44,L,72,14,10,30000
9221,5,11,2022,21,L,213,2,10,20000
773,14,6,2023,66,P,583,9,9,20000
8350,3,11,2022,62,P,783,13,1,30000
6053,10,5,2022,77,L,746,1,5,10000
8091,28,9,2023,28,P,240,7,1,50000
2352,7,8,2024,32,P,531,5,7,20000
7481,22,3,2023,32,P,848,15,7,20000
8575,12,6,2024,37,L,153,6,9,30000
3008,3,4,2022,52,P,855,3,10,30000
5004,18,8,2024,33,P,887,5,3,10000
7369,19,5,2024,64,P,317,3,10,50000
6117,29,11,2022,72,P,290,19,3,50000
202,3,5,2023,44,P,804,13,7,20000
6529,4,8,2023,34,L,748,4,7,40000
3650,23,2,2022,61,P,519,6,2,50000
1134,2,8,2023,76,L,902,6,7,10000
9350,26,4,2023,63,P,539,20,14,40000
7295,25,10,2022,75,L,632,19,9,40000
3346,20,7,2022,59,P,906,7,5,10000
880,14,6,2023,57,L,549,2,7,50000
3266,12,2,2022,25,P,37,10,2,10000
3885,12,10,2022,32,L,911,9,10,20000
7663,27,4,2024,28,P,46,14,5,20000
8373,29,3,2023,23,L,260,12,6,40000
1357,9,4,2024,65,P,280,9,1,10000
256,13,3,2023,39,P,941,7,3,40000
4950,11,2,2024,56,L,491,3,5,40000
3622,3,11,2023,25,P,141,2,3,20000
1876,11,9,2022,52,L,599,3,3,50000
7444,24,4,2023,42,P,210,4,13,40000
7421,26,2,2023,64,P,501,6,6,20000
7119,13,4,2024,67,P,525,19,2,50000
9522,5,10,2022,31,L,295,13,13,40000
8082,24,9,2022,48,L,349,9,1,40000
8654,19,11,2024,42,L,526,8,9,10000
5910,12,11,2023,50,L,912,3,8,20000
3725,21,11,2022,32,P,50,11,7,10000
3969,9,1,2024,40,L,628,5,13,10000
9335,12,7,2024,36,P,38,12,4,10000
8676,6,1,2023,45,L,83,5,14,50000
8334,7,12,2022,46,L,798,11,7,50000
279,30,12,2023,69,P,724,4,7,20000
8033,15,9,2023,49,L,371,8,14,10000
1564,18,9,2022,59,L,670,17,10,10000
5702,31,10,2022,68,P,521,19,12,20000
4899,5,3,2024,67,P,980,11,7,20000
2713,28,2,2024,75,P,350,8,6,40000
1371,18,10,2024,36,P,794,5,4,20000
3672,4,5,2024,42,L,675,17,5,40000
7044,13,10,2024,32,L,92,8,14,10000
4560,31,8,2024,60,L,745,18,7,10000
3750,28,2,2022,70,P,303,14,4,20000
1548,6,4,2024,33,P,363,14,6,40000
5703,17,11,2024,29,P,941,4,5,40000
2863,2,7,2024,69,P,891,10,1,40000
8988,27,3,2024,64,L,853,20,13,30000
2517,7,9,2022,37,P,627,6,7,40000
7213,12,8,2022,76,P,220,17,3,20000
5179,20,7,2024,29,P,831,13,2,20000
7348,7,1,2022,53,L,809,5,7,50000
1991,16,11,2024,31,P,956,10,10,20000
1806,17,3,2024,31,L,886,7,11,10000
9326,31,7,2023,26,P,829,14,14,50000
2228,12,1,2022,55,L,493,20,6,20000
3313,18,12,2023,77,P,923,3,8,30000
2308,27,2,2022,63,P,943,20,7,20000
4443,17,4,2024,59,L,323,6,5,40000
241,9,6,2022,45,L,458,18,4,50000
139,22,6,2022,25,P,795,3,12,50000
624,16,12,2024,40,P,19,11,1,20000
4480,23,5,2023,80,L,966,6,6,20000
6909,26,5,2023,31,P,773,5,13,30000
4881,3,10,2024,31,P,21,16,2,40000
4421,16,1,2022,29,P,348,4,3,50000
4246,5,8,2022,26,P,795,7,5,20000
3971,12,5,2024,54,P,87,13,13,40000
409,11,6,2023,53,L,542,20,12,30000
1922,26,11,2023,32,P,900,12,11,30000
8971,29,11,2023,25,L,6,4,1,40000
6171,18,5,2023,60,P,663,16,4,40000
5038,9,5,2022,21,L,853,5,11,10000
9297,5,4,2022,69,P,733,16,7,50000
5225,8,6,2024,23,P,896,15,14,10000
3505,12,11,2022,34,L,124,6,13,10000
1460,23,9,2024,25,P,47,16,12,20000
7637,17,10,2023,60,L,754,17,2,20000
3145,18,7,2024,61,P,282,1,10,40000
7921,8,4,2023,37,L,300,7,3,30000
1469,10,9,2024,80,P,231,13,8,50000
6775,28,9,2024,24,L,284,17,8,40000
9880,4,6,2024,51,P,338,14,4,10000
2059,16,2,2023,80,P,540,13,13,50000
4020,18,2,2023,38,P,358,17,11,40000
9833,5,1,2023,64,L,663,3,13,30000
1336,4,9,2023,70,L,918,11,11,30000
1363,30,7,2022,49,L,802,5,8,50000
1509,11,3,2022,22,P,782,15,3,40000
9914,25,3,2023,52,P,741,20,4,10000
2286,22,5,2024,29,L,474,3,6,40000
7328,12,7,2024,76,L,634,6,7,10000
198,24,4,2023,53,L,640,13,9,30000
9358,9,6,2024,31,P,748,6,14,30000
6457,4,4,2023,37,L,208,10,10,10000
6748,31,8,2023,39,P,96,9,13,40000
3252,17,9,2022,79,L,535,7,11,50000
6908,30,12,2022,70,L,967,15,8,50000
4226,30,8,2024,71,L,429,11,14,40000
8183,13,2,2023,25,P,961,9,5,40000
9250,31,9,2023,55,P,674,2,9,30000
1520,29,4,2023,77,L,550,14,5,50000
2705,16,8,2023,29,L,699,19,2,30000
1365,10,11,2024,43,L,354,15,8,40000
2240,26,7,2024,68,L,300,3,13,20000
6161,26,11,2024,61,L,939,12,7,20000
4672,20,2,2024,53,L,830,2,14,50000
6124,4,11,2023,49,L,878,18,6,20000
305,27,9,2024,67,P,405,12,14,40000
888,21,4,2022,73,P,542,6,11,20000
8475,1,3,2022,62,P,749,7,1,40000
5485,19,3,2024,64,L,935,13,14,30000
4731,12,1,2022,59,L,180,15,1,10000
9787,10,12,2022,76,L,82,9,13,40000
6217,29,11,2024,44,P,747,1,5,50000
4259,28,10,2024,50,L,164,13,14,40000
9389,23,1,2023,78,P,694,11,9,40000
6363,2,1,2023,72,P,235,7,8,40000
7716,7,1,2024,46,L,646,3,2,10000
7252,12,11,2022,58,P,540,12,2,30000
9096,8,8,2022,55,P,711,11,10,20000
3306,24,4,2023,65,L,410,13,6,10000
2211,14,6,2023,41,P,810,16,2,20000
8415,16,8,2023,24,L,750,20,14,50000
3858,14,8,2024,55,P,385,17,1,40000
6224,3,12,2023,61,P,172,1,13,50000
8003,29,3,2023,58,L,421,3,2,40000
9195,16,10,2023,65,L,756,16,2,40000
466,13,8,2023,66,P,781,11,7,40000
8299,20,7,2022,71,P,338,7,10,20000
2253,18,1,2023,60,L,841,14,12,40000
255,20,9,2024,76,L,373,15,4,50000
2807,25,12,2022,52,P,461,6,8,30000
4405,8,9,2022,64,P,953,15,11,50000
3695,24,12,2024,40,L,211,18,3,20000
2096,4,2,2023,31,L,921,5,2,30000
93,23,4,2022,67,P,860,3,8,30000
2016,22,8,2024,72,L,158,10,10,30000
8819,15,9,2024,59,L,461,17,13,30000
9354,28,1,2022,61,L,828,18,6,40000
5060,9,10,2023,66,P,405,13,13,20000
3620,3,8,2024,54,P,251,3,4,40000
1180,31,5,2023,68,P,955,17,1,10000
9429,11,8,2023,56,L,180,15,3,40000
4390,9,4,2022,35,P,819,17,4,40000
4889,21,10,2024,22,L,824,19,12,30000
3579,11,9,2023,77,L,605,7,5,40000
4532,5,3,2024,35,P,513,10,7,20000
5066,6,11,2024,23,L,703,11,14,50000
6812,16,8,2024,48,P,476,3,9,20000
1914,1,10,2023,56,P,18,16,1,30000
4493,14,7,2022,55,L,507,20,7,50000
783,31,5,2024,50,L,884,4,3,20000
8493,14,4,2024,77,L,797,18,8,20000
1049,6,12,2023,53,L,149,7,4,10000
5153,31,4,2023,54,L,490,7,11,30000
7060,8,9,2023,62,L,447,15,8,50000
1677,23,11,2022,74,L,242,2,5,30000
8860,8,9,2024,23,L,259,6,6,10000
8985,22,6,2024,23,P,446,7,2,50000
8701,1,4,2023,29,P,822,14,14,10000
6906,6,6,2022,39,P,851,12,10,20000
3097,25,12,2023,57,L,888,12,10,10000
1227,22,2,2022,26,P,980,11,6,10000
8307,9,12,2024,51,P,698,11,2,50000
4904,10,2,2022,67,P,331,5,7,40000
1348,22,2,2022,21,L,635,17,1,50000
2815,16,12,2022,39,L,540,20,11,40000
6762,20,2,2022,29,P,576,18,11,10000
8413,27,6,2023,63,P,853,13,8,30000
1752,3,2,2024,72,L,693,2,14,10000
9844,27,12,2022,56,L,176,7,9,20000
8088,15,3,2024,46,P,603,10,6,50000
5972,3,11,2022,39,P,485,9,3,50000
5858,9,4,2022,40,L,784,2,3,30000
6810,22,6,2024,46,P,410,13,1,50000
5746,8,10,2024,33,L,248,13,12,40000
6980,7,7,2023,51,L,676,9,5,20000
8835,20,12,2022,63,L,698,19,8,50000
3123,27,10,2023,23,P,320,5,14,50000
9761,25,9,2023,28,P,910,11,7,40000
3905,26,8,2024,73,P,333,15,4,20000
7447,19,7,2022,37,P,955,5,13,30000
4593,24,9,2022,51,P,211,11,8,20000
648,20,2,2024,44,P,978,6,1,10000
8729,10,2,2022,68,P,875,6,8,50000
4153,27,3,2023,71,P,526,13,4,10000
7974,26,8,2022,63,P,922,2,4,20000
9687,5,6,2024,32,L,67,18,8,40000
8831,21,8,2024,51,P,894,8,13,20000
2136,25,12,2022,63,L,597,14,12,30000
5337,20,9,2024,56,L,589,4,4,50000
8499,5,5,2023,43,P,392,16,13,40000
6667,19,12,2023,80,P,621,15,10,20000
5622,25,6,2024,48,P,610,3,9,10000
5284,31,7,2023,64,P,73,8,9,50000
9614,8,6,2023,74,P,176,7,3,50000
6001,13,9,2024,29,L,186,13,13,50000
8300,30,4,2024,28,L,940,17,4,30000
9293,3,6,2023,40,L,285,1,6,40000
4114,3,9,2024,31,L,665,8,14,40000
6275,8,2,2023,54,P,894,8,4,30000
9520,31,6,2024,57,P,219,2,4,40000
3624,15,4,2024,43,L,209,16,12,30000
4166,21,7,2024,60,L,593,12,11,30000
3568,10,9,2022,23,L,201,12,4,20000
6285,20,11,2022,75,P,415,20,2,40000
7356,9,12,2023,32,P,181,4,12,30000
5580,19,3,2023,54,L,648,14,5,40000
